ID_STG_FNT_ITT,NUM_CNPJ,NUM_CMP_CNPJ,NOM_COM,NOM_RAZ_SCL
58,12259893264,2125,NMN,NMN
104,17765603364,8568,NMN,NMN
116,17765603364,151368,NMN,NMN
129,17765603364,435030,NMN,NMN
142,1761561641,1717,NMN,NMN
180,26125856632,4756957,NMN,NMN
225,9869026898,2703,NMN,NMN
239,9191635174,1785,NMN,NMN
241,235627191,2975,NMN,NMN
254,23413661859,2873,NMN,NMN
257,12851587529,1734,NMN,NMN
259,9704542259,3264,NMN,NMN
285,25093820003,2176,NMN,NMN
289,23736489598,2261,NMN,NMN
315,12118187605,2924,NMN,NMN
329,7339280715,1751,NMN,NMN
354,12392498313,3383,NMN,NMN
357,25017010739,2737,NMN,NMN
379,716886753,2941,NMN,NMN
391,9714750895,2805,NMN,NMN
425,12397760425,1955,NMN,NMN
429,6057910781,1785,NMN,NMN
460,481864728,2856,NMN,NMN
466,674846501,1785,NMN,NMN
510,999896650,2380,NMN,NMN
530,2058350769,1836,NMN,NMN
534,2216607169,3230,NMN,NMN
565,24966489204,3179,NMN,NMN
663,286612571,1734,NMN,NMN
673,15780273358,2975,NMN,NMN
685,990431033,1717,NMN,NMN
686,2931541727,2958,NMN,NMN
726,372462333,2329,NMN,NMN
784,2211282055,2856,NMN,NMN
786,24081159379,3230,NMN,NMN
813,26185917768,3060,NMN,NMN
840,25585211038,1717,NMN,NMN
864,648947477,2635,NMN,NMN
880,3102765846,3128,NMN,NMN
915,21225276407,1819,NMN,NMN
941,1743169103,1904,NMN,NMN
942,1578781279,2618,NMN,NMN
956,1347769129,2057,NMN,NMN
963,1774358850,1819,NMN,NMN
970,1524986530,3145,NMN,NMN
984,2546780132,2329,NMN,NMN
986,3020939253,2890,NMN,NMN
994,741386150,2040,NMN,NMN
60,537185686,1870,NMN,NMN
72,1746441450,2244,NMN,NMN
76,17184272928,2278,NMN,NMN
94,990789682,2329,NMN,NMN
115,17765603364,134844,NMN,NMN
119,17765603364,169762,NMN,NMN
126,17765603364,313854,NMN,NMN
133,17765603364,211157,NMN,NMN
152,2227510850,21641,NMN,NMN
170,4799846674,1768,NMN,NMN
218,4961382068,1921,NMN,NMN
242,21212208694,2414,NMN,NMN
243,25080601721,2380,NMN,NMN
250,22792272555,2380,NMN,NMN
270,21219186888,2822,NMN,NMN
278,22780503030,2193,NMN,NMN
293,20645328547,2244,NMN,NMN
295,19189165344,1717,NMN,NMN
319,7518096575,2397,NMN,NMN
326,7341912638,2550,NMN,NMN
328,7565474079,3162,NMN,NMN
335,7337049057,3060,NMN,NMN
370,15721971654,2482,NMN,NMN
424,384455255,2159,NMN,NMN
457,5743945516,2482,NMN,NMN
495,1021633785,2040,NMN,NMN
519,1668174181,2856,NMN,NMN
524,1784288601,1751,NMN,NMN
537,2320843978,1717,NMN,NMN
543,2251077355,2380,NMN,NMN
548,2931471211,2380,NMN,NMN
550,2583064082,2448,NMN,NMN
558,2785768682,2754,NMN,NMN
582,720477000,1768,NMN,NMN
587,659702901,2584,NMN,NMN
593,1725311793,3281,NMN,NMN
594,21191343761,2006,NMN,NMN
602,617598202,2805,NMN,NMN
620,2997361188,3145,NMN,NMN
635,667321230,14076,NMN,NMN
646,931375617,8194,NMN,NMN
648,1044088796,3519,NMN,NMN
662,17985304921,3230,NMN,NMN
671,1613376891,2975,NMN,NMN
680,1000299227,1955,NMN,NMN
681,2771683689,2992,NMN,NMN
689,15661061725,2822,NMN,NMN
691,17936258153,3298,NMN,NMN
705,1061824437,2227,NMN,NMN
743,27862277007,2176,NMN,NMN
744,19980325675,1853,NMN,NMN
749,9535773195,2720,NMN,NMN
753,608072762,1700,NMN,NMN
755,14220130845,3281,NMN,NMN
835,867041038,2499,NMN,NMN
850,25735374282,2669,NMN,NMN
859,25269491543,1785,NMN,NMN
861,25568125936,2890,NMN,NMN
865,22963328187,1921,NMN,NMN
871,25162581773,3060,NMN,NMN
887,26748438350,3060,NMN,NMN
968,1508647048,3043,NMN,NMN
969,2290535681,2006,NMN,NMN
993,706919721,2380,NMN,NMN
997,2615960085,2125,NMN,NMN
1016,2492494372,1938,NMN,NMN
81,25118143977,1836,NMN,NMN
87,11901046588,1972,NMN,NMN
105,17765603364,13056,NMN,NMN
118,17765603364,165138,NMN,NMN
124,17765603364,238697,NMN,NMN
125,17765603364,250206,NMN,NMN
